SerialSeq,Serial,Surname,FirstName,MiddleInitMostly,Suffix,RankRole,Unit2011,UnitDesc,UnitMap,Unit2014,Unit2016,Unit2019,Name,Unit2020,MiddleName
4379,4379,Shean,Christopher,J,,Police Officer,,Burg/Theft - Retail Theft Program De,,,B754R,,,,
4379,4379,Shean,Christopher,J,,Police Officer,,West Pct Ops - Commercial Sec,,B119E,,,,,
4379,4379,Shean,Christopher,J,,Police Officer,B119E,West Pct Ops, Commercial Sec,,,,,,
4381,4381,Bouldin,Denise,D,,Police Officer Detective,,Community Outreach - Youth Violen,,,,A311B,,,
4381,4381,Bouldin,Denise,D,,Police Officer Detective,,Community Outreach - Youth Violen,,,B051B,,,,
4381,4381,Bouldin,Denise,D,,Police Officer Detective,,School Emphasis Officers,,C381S,,,,,
4381,4381,Bouldin,Denise,,,Police Officer Detective,B051S,School Emphasis Officers,,,,,,,
4381,4381,Bouldin,Denise,D,,Police Officer Detective,,Community Outreach - Youth Violenc~,,,,,"Bouldin, Denise D",A311B,D
4382,4382,Gleason,Michael,E,,Police Officer,B113X,West Pet 3Rd W, Unavail Personr,,,,,,
4383,4383,Mooney,John,P,,Acting Police Lieutenant,,Dv - Domestic Violence Unit,,,B721,,,,
4383,4383,Mooney,John,P,,Police Sergeant Detective,,Dv Squad A - Investigations,,B721A,,,,,
4383,4383,Mooney,John,P,,Police Sergeant Detective,13753A,Major Crimes Task Force,,,,,,,
4384,4384,Shilling,Robert,A,J,r Police Officer Detective,,Hr - Human Resources - Dept Unava,,,C020X,,,,
4384,4384,Shilling,Robert,A,J,r Police Officer Detective,,Human Resources - Dept Unavail P,,C320X,,,,,
4384,4384,Shilling,Robert,A,Jr,Police Officer Detective,B611A,Critical Infrastructure And Disaster,,,,,,,
4389,4389,Hay,Michael,D,,Police Sergeant Detective,,Hr - Department Unavailable Person,,,,A810X,,,
4389,4389,Hay,Michael,D,,Acting Police Lieutenant,,Special Investigations Unit,,,B752,,,,
4389,4389,Hay,Michael,D,,Acting Police Lieutenant,,Special Investigations Unit,,B752,,,,,
4389,4389,Hay,Michael,D,,Police Sergeant,B711D,Csi Squad,,,,,,,
4389,4389,Hay,Michael,D,,Police Sergeant Detective,,Hr - Department Unavailable Person~,,,,,"Hay, Michael D",A810X,D
4400,4400,Brown,Steven,B,,Police Captain,C360,Education & Training Section,,,,,,,
4401,4401,Hossfeld,Dennis,L,,Police Officer Detective,B752B,Auto Theft,,,,,,,
4404,4404,Navarrete,Mario,J,,Police Sergeant,B252W,Southwest Pct 2Nd W, I/Villiam,,,,,,
4407,4407,Williams,Dale,P,,Police Officer Detective,,Street Vice Squad,,B751B,,,,,
4407,4407,Williams,Dale,P,,Police Officer Detective,B751B,Street Vice Squad,,,,,,,
4413,4413,Edwards,Mike,,,Police Captain,,High Risk Victims Section,,,,B780,,,
4413,4413,Edwards,Mike,P,,olice Captain,,Icac Section,,,B740,,,,
4413,4413,Edwards,Mike,P,,olice Captain,,Icac Section,,B740,,,,,
4413,4413,Edwards,Michael,D,,Police Lieutenant,B790,Inv Bureau, Special Asgn,,,,,,
4413,4413,Edwards,Mike,,,Police Captain,,High Risk Victims Section,,,,,"Edwards, Mike",B780,
4414,4414,Cannon,Douglas,P,,Police Officer,B625A,Harbor, Squad A,,,,,,
4424,4424,Whelan,Daniel,J,,Police Lieutenant,,Burglary/Theft And Juvenile Unit,,,B754,,,,
4424,4424,Whelan,Daniel,J,,Police Lieutenant,,"Robbery, Fugitive And Gang Unit",,B712,,,,,
4424,4424,Whelan,Daniel,J,,Police Lieutenant,B712,"Robbery, Fugitive And Gang Unit",,,,,,,
4430,4430,Mcnaughton,Gene,M,,Police Officer,,Motorcycle Unit - T,3 Squad,C632C,,,,,
4430,4430,Mcnaughton,Gene,M,,Police Officer,B631 D,Dui Squad,,,,,,,
4431,4431,Villagracia,Charlie,C,,Police Officer,,Southwest Pct,2Nd W - William,,B252W,,,,
4431,4431,Villagracia,Charlie,C,,Police Officer,,Southwest Pct,2Nd W - William,B252W,,,,,
4431,4431,Villagracia,Charlie,C,,Police Officer,B252W,Southwest Pct 2Nd W, William,,,,,,
4436,4436,Bakiano,Baron,G,,Police Sergeant,B231R,South Pct 1St W, Robert,,,,,,
4438,4438,Brooks,Deborah,D,,Police Officer,,Traf - Am Enforcement,,,B631A,,,,
4438,4438,Brooks,Deborah,D,,Police Officer,,Am Enforcement,,C631A,,,,,
4438,4438,Brooks,Deborah,,,Police Officer,B631A,Am Enforcement,,,,,,,
4450,4450,Dolane,Linda,K,,Police Officer,C502X,Quartermaster, Unavail Personnel,,,,,,
4451,4451,Oneill,Richard,F,,Police Sergeant,,Traf - Motorcycle Unit - T,3 Squad,,B632C,,,,
4451,4451,Oneill,Richard,F,,Police Sergeant,,Motorcycle Unit - T,3 Squad,C632C,,,,,
4451,4451,Oneill,Richard,F,,Police Sergeant,B001,,,,,,,,
4452,4452,Suguro,Paul,L,,Police Officer Detective,,Homicide Squad B,,,,B711B,,,
4452,4452,Suguro,Paul,L,,Police Officer Detective,,Homicide Squad B,,,B711B,,,,
4452,4452,Suguro,Paul,L,,Police Officer Detective,,Force Investigations Squad,,A571A,,,,,
4452,4452,Suguro,Paul,L,,Police Officer Detective,B711B,Hornicide Squad B,,,,,,,
4452,4452,Suguro,Paul,L,,Police Officer Detective,,Homicide Squad B,,,,,"Suguro, Paul L",B711B,L
4455,4455,Thompson,Alfred,J,J,r Police Officer Detective,,"Fraud, Forgery And Financial Explo",,B752A,,,,,
4455,4455,Thompson,Alfred,J,Jr,Police Officer Detective,B752A,"Fraud, Forgery And Financial Explc",,,,,,,
4458,4458,Burrows,Brenda,L,,Police Officer Detective,,Hr - Background Investigations,,,C021B,,,,
4458,4458,Burrows,Brenda,L,,Police Officer Detective,,Background Investigations,,C321B,,,,,
4458,4458,Burrows,Brenda,L,,Police Officer Detective,C321B,Background Investigations,,,,,,,
4470,4470,Wilton,Cassandra,L,,"Police Comm, Dispatcher Iii",,Comm -,1St W,C312A,,,,,
4470,4470,Wilton,Cassandra,L,,"Police Comm, Dispatcher li",C312A,Comm, 1St W,,,,,,
4492,4492,Haynes,Edward,B,,Police Officer,,Apr - Security Detail,,,C111S,,,,
4492,4492,Haynes,Edward,B,,Police Officer,,Security Detail,,A511S,,,,,
4492,4492,Haynes,Edward,B,,Police Officer,B239C,South Pct Ops    Cot,,,,,,,
4494,4494,Michl,Eric,,,Police Officer,,Traf - Dui Squad,,,,B631D,,,
4494,4494,Michl,Eric,P,,olice Officer,,Traf - Dui Squad,,,B631D,,,,
4494,4494,Michl,Eric,P,,olice Officer,,Dui Squad,,C631D,,,,,
4494,4494,Michl,Eric,,,Police Officer,B631D,Dui Squad,,,,,,,
4494,4494,Michl,Eric,,,Police Officer,,Traf - Dui Squad,,,,,"Michl, Eric",B631D,
4497,4497,Diaz,John,A,,Chief Of Police,A000,Chief Of Police.,,,,,,,
4501,4501,Krouse,Roberta,L,,Admin Specialist I    B249Y,East Pct Ops - Administration,,,,,,,,
4505,4505,Wilson,Curt,E,,Police Officer,,Training - Firearms Squad A,,,C121R,,,,
4505,4505,Wilson,Curt,E,,Police Officer,,Firearms Training - Squad A,,A561R,,,,,
4505,4505,Wilson,Curt,E,,Police Officer,C361R,Firearms Training,,,,,,,
4507,4507,Clark,Robin,L,,Police Captain,,Coordinated Criminal Investigations,,,,B750,,,
4507,4507,Clark,Robin,L,,Police Captain,,Special Ops Bureau - Special Assig,,,B690,,,,
4507,4507,Clark,Robin,L,,Assistant Chief Of Police,,Special Operations Bureau,,C600,,,,,
4507,4507,Clark,Robin,L,,Police Captain,B120,North Pct,,,,,,,
4507,4507,Clark,Robin,L,,Police Captain,,Coordinated Criminal Investigation~,,,,,"Clark, Robin L",B750,L
4513,4513,Shilling,Karen,A,,"Police Comm, Dispatcher Iii",,Comm - Admin And Operations Sup,,C310A,,,,,
4513,4513,Shilling,Karen,A,,"Police Comm, Dispatcher Iii",C312T,Comm Training,,,,,,,
4521,4521,Lux,Marleen,T,,Mgmt Systems Analyst,C502A,Quartermaster,,,,,,,
4525,4525,Weklych,Russell,W,,Police Officer Detective,,Homicide Squad C,,,B711C,,,,
4525,4525,Weklych,Russell,W,,Police Officer Detective,,Homicide Squad C,,B711C,,,,,
4525,4525,Weklych,Russell,W,,Police Officer Detective,B711C,Homicide Squad C,,,,,,,
4527,4527,Backstrom,Deborah,A,,Police Sergeant Detective,,Auto Theft,,,B752B,,,,
4527,4527,Backstrom,Deborah,A,,Police Sergeant Detective,,Auto Theft,,B752B,,,,,
4527,4527,Backstrom,Deborah,A,,Police Sergeant,C321D,Recruitment,,,,,,,
4535,4535,Johnston,Terrie,L,,Crime Prevention Coordinator,,West Pct Ops - Cpt,,,B119C,,,,
4535,4535,Johnston,Terrie,L,,Crime Prevention Coordinator,,West Pct Ops - Cpt,,B119C,,,,,
4535,4535,Johnston,Terrie,L,,Crime Prevention Coordinator,B129C,North Pct Ops    Cpt,,,,,,,
4545,4545,Parker,Lavern,,,"Police Comm, Dispatcher Iii",C312B,Comm, 2Nd W,,,,,,
4549,4549,Yamashita,Hiro,P,,olice Officer Detective,,Auto Theft,,,B752B,,,,
4549,4549,Yamashita,Hiro,P,,olice Officer Detective,,Auto Theft,,B752B,,,,,
4549,4549,Yamashita,Hiro,,,Police Officer Detective,B752B,,,,,,,,
4559,4559,Hicks,Kenneth,E,,Police Lieutenant,,North Pct,1St W,,B121,,,,
4559,4559,Hicks,Kenneth,E,,Police Lieutenant,,Enforcement Unit,,C631,,,,,
4559,4559,Hicks,Kenneth,E,,Police Lieutenant,B129,North Pct Ops,,,,,,,
4568,4568,Mcmahon,Nancy,A,,"Police Comm, Dispatcher Ii",,Comm -,3Rd W,C312C,,,,,
4568,4568,Mcmahon,Nancy,A,,"Police Comm, Dispatcher li",C312A,Comm    1St VV,,,,,,,
4570,4570,Hansen,Alyne,R,,Admin Support Supervisor,,Public Requests Unit,,C512,,,,,
4570,4570,Hansen,Alyne,R,,Acting Manager,C510,Records Section,,,,,,,
4579,4579,Martin,Ann,P,,olice Sergeant,,South Pct,2Nd W - Ocean Relief,,B232V,,,,
4579,4579,Martin,Ann,,,Police Sergeant,,South Pct,2Nd W - Ocean,,,B232O,,,
4579,4579,Martin,Ann,P,,olice Sergeant,,South Pct Ops - Cpt,,B239C,,,,,
4579,4579,Martin,Ann,,,Police Sergeant,B2390�,South Pct Ops, Cpt,,,,,,
4579,4579,Martin,Ann,,,Police Sergeant,,South Pct 2Nd W - Ocean,,,,,"Martin, Ann",B232O,
4583,4583,Bernstein,Alan,M,,Police Sergeant,,North Pct Ops - Administration,,,,B129Y,,,
4583,4583,Bernstein,Alan,M,,Police Sergeant,,North Pct,1St W - Nora (John),,B121N,,,,
4583,4583,Bernstein,Alan,M,,Police Sergeant,,North Pct,1St W - Nora,B121N,,,,,
4583,4583,Bernstein,Alan,M,,Police Sergeant,B121N,North Pct 1St W, Nora,,,,,,
4583,4583,Bernstein,Alan,M,,Police Sergeant,,North Pct Ops - Administration,,,,,"Bernstein, Alan M",B129Y,M
4585,4585,Enriquez,Daniel,R,,Acting Police Officer Detective,,Homicide - Missing Persons,,,,B711M,,,
4585,4585,Enriquez,Daniel,R,,Police Officer,,East Pct,2Nd W - Edward,,B242E,,,,
4585,4585,Enriquez,Daniel,R,,Police Officer,,East Pct,2Nd W - Edward,B242E,,,,,
4585,4585,Enriquez,Daniel,R,,Police Officer,B242E,East Pot 2Nd W, Edward,,,,,,
4585,4585,Enriquez,Daniel,R,,Police Officer Detective,,Homicide - Missing Persons,,,,,"Enriquez, Daniel R",B711M,R
4588,4588,O'Keefe,Kevin,F,,Police Officer Detective,,Homicide - Csi Squad,,,B711D,,,,
4588,4588,O'Keefe,Kevin,F,,Police Officer Detective,,Csi Squad,,B711D,,,,,
4588,4588,O'Keefe,Kevin,F,,Police Officer Detective,B711X,,,,,,,,
4589,4589,Luckie,Timothy,M,,Police Officer Detective,,Icac - Internet Crimes Against Child,,,,B781I,,,
4589,4589,Luckie,Timothy,M,,Police Officer Detective,,Icac Investigations,,,B741A,,,,
4589,4589,Luckie,Timothy,M,,Police Officer Detective,,Icac Investigations,,B741A,,,,,
4589,4589,Luckie,Timothy,M,,Police Officer Detective,B741A,lcac Investigations,,,,,,,
4589,4589,Luckie,Timothy,M,,Police Officer Detective,,Icac - Internet Crimes Against Chi~,,,,,"Luckie, Timothy M",B781I,M
4595,4595,Stimmel,Paul,A,,Police Officer,,West Pct Ops - Mounted Patrol,,,B119M,,,,
4595,4595,Stimmel,Paul,A,,Police Officer,,West Pct Ops - Mounted Patrol,,B119M,,,,,
4595,4595,Stimmel,Paul,A,,Police Officer,B623M,Mounted Patrol Unit,,,,,,,
4601,4601,Kessler,Joseph,C,,Police Captain,,Forensics Section,,,B760,,,,
4601,4601,Kessler,Joseph,C,,Assistant Chief Of Police,,Patrol Operations Bureau,,B100,,,,,
4601,4601,Kessler,Joseph,C,,Police Captain    .B110 �,West Pct,,,,,,,,
4603,4603,Ventoza,Linda,J,,ean Parking Enfor Officer,,Parking Enforcement - P,10 Squad,,B637J,,,,
4603,4603,Ventoza,Linda,J,,ean Parking Enfor Officer,,Parking Enforcement - P,3 Squad,C637C,,,,,
4603,4603,Ventoza,Linda,Jean,,Parking Enfor Officer,B641A,Parking Enforcement, P1 Squad,,,,,,
4606,4606,Law,Joyce,L,,Info Tech Pro C,,Its - Ops - Operations Support (Sit),,,,C032E,,,
4606,4606,Law,Joyce,L,,Info Tech Pro C,,Its - Desktop Special Assignment,,,C032C,,,,
4606,4606,Law,Joyce,L,,Info Tech Pro C,,Its - Desktop Ops Squad,,C332A,,,,,
4606,4606,Lavv,Joyce,L,,Info Tech Systems Analyst,C332A,Its, Desktop Ops Squad,,,,,,
4611,4611,Tello,Fran,M,,Crime Prevention Coordinator,B119C,West Pct Ops    Cpt,,,,,,,
4614,4614,Matsumoto,Carl,H,,Police Officer,,South Pct,1St W - Sam (Ocean),,B231S,,,,
4614,4614,Matsumoto,Carl,H,,Police Officer,,South Pct,1St W - Sam,B231S,,,,,
4614,4614,Matsumoto,Carl,H,,Police Officer,B231S,South Pct :1St W, Sam,,,,,,
4615,4615,Nygard,Larry,A,,Police Sergeant,B631P,,,,,,,,
4617,4617,Chang,Patrick,J,,Police Officer,,Southwest Pct,3Rd W - William,,B253W,,,,
4617,4617,Chang,Patrick,J,,Police Officer,,Southwest Pct,3Rd W - William,,,B253W,,,
4617,4617,Chang,Patrick,J,,Police Officer,,Southwest Pct,3Rd W - William,B253W,,,,,
4617,4617,Chang,Patrick,J,,Police Officer,B253W,Southwest Pct 3Rd W, William,,,,,,
4617,4617,Chang,Patrick,J,,Police Officer,,Southwest Pct 3Rd W - William,,,,,"Chang, Patrick J",B253W,J
4621,4621,Odonnell,Sean,T,,Police Captain,,Traffic Section,,,,B630,,,
4621,4621,Odonnell,Sean,T,,Police Captain,,North Pct,,,B120,,,,
4621,4621,Odonnell,Sean,T,,Police Captain,,Education And Training Section,,A560,,,,,
4621,4621,Odonnell,Sean,T,,Police Captain,B119,,,,,,,,
4621,4621,Odonnell,Sean,T,,Police Captain,,Traffic Section,,,,,"Odonnell, Sean T",B630,T
4627,4627,Kuerschner,Bernd,N,,Police Sergeant,,Comm - Alternative Call Handling,,,C312R,,,,
4627,4627,Kuerschner,Bernd,N,,Police Sergeant,,Southwest Pct,2Nd W - T/Relief Sq,B252T,,,,,
4627,4627,Kuerschner,Bernd,N,,Police Sergeant,B252Z,Southwest Pct`2Nd W, Relief Sgts,,,,,,
4629,4629,Martin,Steven,L,,Police Sergeant,B122U,North Pct 2Nd W, Union,,,,,,
4649,4649,Napper,Kenneth,M,,Police Officer,B631A,Am Enforcement,,,,,,,
4650,4650,Hayes,John,F,Jr,Police Captain,,"Apr - Audit, Policy And Research S",,,,C110,,,
4650,4650,Hayes,John,F,J,r Police Captain,,Community Outreach Section,,,B050,,,,
4650,4650,Hayes,John,F,J,r Police Captain,,South Pct,,B230,,,,,
4650,4650,Hayes,John,E, Jr,Police Lieutenant,B790,Inv Bureau, Special Asgn,,,,,,
4650,4650,Hayes,John F,J,,Police Captain,,"Apr - Audit, Policy And Research S~",,,,,"Hayes, John F Jr",C110,Jr
4652,4652,Lewis,Ronda,L,,Admin Staff Analyst,C140A,Budget & Finance Administration,,,,,,,
4657,4657,Jordan,Fred,J,,Police Officer,,Human Resources - Dept Unavail P,,C320X,,,,,
4657,4657,Jordan,Fred,J,,Police Officer Detective,C111A,Audit Detail,,,,,,,
4660,4660,Anderson,John,C,,"Evidence Warehouser, Sr",B762A,Warehouse, Days,,,,,,
4663,4663,Wenderoth,Catherine,A,,Strategic Advisor Ii,,Professional Standards Bureau - Ad,,,,C100Y,,,
4663,4663,Wenderoth,Catherine,A,,Strategic Advisor I,,Emergency Management - Coordina,,,A210A,,,,
4663,4663,Wenderoth,Catherine,A,,Strategic Advisor I,,Emergency Management - Coordina,,A210A,,,,,
4663,4663,VVenderoth,Catherine,A,,Strategic Advisor Ii,A200A,Emergency Management Unit,,,,,,,
4663,4663,Wenderoth,Catherine,A,,Strategic Advisor Ii,,Professional Standards Bureau - Ad~,,,,,"Wenderoth, Catherine A",C100Y,A
4675,4675,Cook,Glen,E,,Police Officer,B631 E,Aggressive Driving Squad,,,,,,,
4682,4682,Newman,Bonnie,E,,Admin Specialist li,C310Y,Communications Section, AdminiE,,,,,,
4684,4684,Bean,Dane,A,,Police Officer Detective,B711F,Polygraph Detail,,,,,,,
4686,4686,Allen,Elizabeth,B,,Crime Stoppers,,Crimestoppers,,C383,,,,,
4686,4686,Allen,Elizabeth,B,,Crime Stoppers,B054,Crimestoppers,,,,,,,
4688,4688,Robertson,William,G,,Police Sergeant,,West Pct,2Nd W - Queen,B112Q,,,,,
4688,4688,Robertson,William,G,,Police Sergeant,B112Q,West Pct 2Nd W, Queen,,,,,,
4689,4689,Chiu,Shannon,S,,Admin Support Supervisor,,Criminal History Unit,,C522,,,,,
4689,4689,Chiu,Shannon,S,,Admin Support Supervisor,C514,Criminal History Unit,,,,,,,
4695,4695,Vallor,Robert,G,,Police Sergeant,,Hr - Human Resources - Dept Unava,,,C020X,,,,
4695,4695,Vallor,Robert,G,,Police Sergeant,,Homicide Squad C,,B711C,,,,,
4695,4695,Vallor,Robert,G,,Police Sergeant,B711C,Homicide Squad C,,,,,,,
4696,4696,Pugel,James,V,,Assistant Chief Of Police,B700,Investigations Bureau,,,,,,,
4697,4697,Charles,Darrell,R,,Police Sergeant Detective,,"Fraud, Forgery And Financial Explo",,,,B752A,,,
4697,4697,Charles,Darrell,R,,Police Sergeant Detective,,"Fraud, Forgery And Financial Explo",,,B752A,,,,
4697,4697,Charles,Darrell,R,,Police Sergeant Detective,,"Fraud, Forgery And Financial Explo",,B752A,,,,,
4697,4697,Charles,Darrell,R,,Police Sergeant,B752A,"Fraud, Forgery And Financial Explc",,,,,,,
4697,4697,Charles,Darrell,R,,Police Sergeant Detective,,"Fraud, Forgery And Financial Explo~",,,,,"Charles, Darrell R",B752A,R
4699,4699,Robinson,Randall,G,,Police Officer,,Pm Enforcement,,C631P,,,,,
4699,4699,Robinson,Randall,G,,Police Officer,B631P,Pm Enforcement,,,,,,,
4702,4702,Magan,John,J,,Police Sergeant,,Hr - Human Resources - Dept Unava,,,C020X,,,,
4702,4702,Magan,John,J,,Police Sergeant,,Dui Squad,,C631D,,,,,
4702,4702,IMagan,John,J,,Police Sergeant,8112K,West Pct 2Nd W, King,,,,,,
4703,4703,Castellani,Carol,A,,Police Officer,,Traf - Am Enforcement,,,B631A,,,,
4703,4703,Castellani,Carol,A,,Police Officer,,Traf - Motorcycle Unit - T,2 Squad,,,B632B,,,
4703,4703,Castellani,Carol,A,,Police Officer,,Motorcycle Unit - T,2 Squad,C632B,,,,,
4703,4703,Castellani,Carol,A,,Police Officer,B632B,Motorcycle Unit, T2 Squad,,,,,,
4704,4704,Kimerer,Clark,S,,Assistant Chief Of Police,,Chief Of Staff,,C000,,,,,
4704,4704,Kimerer,Clark,S,,Deputy Chief Of Police    C000,Deputy Chief Of Staff,,,,,,,,
4705,4705,Wilson,Barbara,G,,Police Sergeant Detective,,Hr - Human Resources - Dept Unava,,,C020X,,,,
4705,4705,Wilson,Barbara,G,,Police Sergeant Detective,,Internal Investigations - Squad A,,A111A,,,,,
4705,4705,Wilson,Barbara,G,,Police Sergeant,A110A,Internal Investigations, Squad A,,,,,,
4706,4706,Welch,Richard,J,,Police Sergeant Detective,,Hr - Department Unavailable Person,,,,A810X,,,
4706,4706,Welch,Richard,J,,Police Sergeant Detective,,Intell - Cyber Crimes And Rtcc,,,B775,,,,
4706,4706,Welch,Richard,J,,Police Sergeant,,Sau Squad A,,B722A,,,,,
4706,4706,Welch,Richard,J,,Police Sergeant,B722A,Sau Squad A,,,,,,,
4706,4706,Welch,Richard,J,,Police Sergeant Detective,,Hr - Department Unavailable Person~,,,,,"Welch, Richard J",A810X,J
4708,4708,Mcdonagh,Paul,A,,Police Captain,,Violent Crimes Section,,,,B710,,,
4708,4708,Mcdonagh,Paul,A,,Police Captain,,East Pct,,,B240,,,,
4708,4708,Mcdonagh,Paul,A,,Assistant Chief Of Police,,Homeland Security Bureau,,C700,,,,,
4708,4708,Mcdonagh,Paul,A,,Assistant Chief Of Police,B600,Special Operations Bureau,,,,,,,
4708,4708,Mcdonagh,Paul,A,,Police Captain,,Violent Crimes Section,,,,,"Mcdonagh, Paul A",B710,A
4710,4710,Ritter,James,S,,Police Officer,,Community Outreach - Outreach Sq,,,,A311A,,,
4710,4710,Ritter,James,S,,Police Officer,,Community Outreach Detail,,,B051C,,,,
4710,4710,Ritter,James,S,,Police Officer,,West Pct,2Nd W - King,B112K,,,,,
4710,4710,Ritter,James,S,,Police Officer,B112B,West Pct 2Nd W, King Beats,,,,,,
4714,4714,Hernan,Kathryn,E,,Police Officer Detective,B129D,North Pot Ops, Burg/Theft North,,,,,,
4718,4718,Sommers,Wendy,S,,Payroll Supervisor,C320,,,,,,,,
4726,4726,Ashurst,Kenneth,J,,Police Officer,,Motorcycle Unit - T,4 Squad,C632D,,,,,
4726,4726,Ashurst,Kenneth,J,,Police Officer,B632D,Motorcycle Unit, T4 Squad,,,,,,
4727,4727,Vela,Ariel,P,,olice Sergeant,,Hr - Human Resources - Dept Unava,,,C020X,,,,
4727,4727,Vela,Ariel,P,,olice Sergeant,,North Pct,2Nd W - Boy,B122B,,,,,
4727,4727,Vela,Ariel,,,Police Sergeant,B122B,North Pct 2Nd W, Boy,,,,,,
4729,4729,Murray,Ronald,L,,Police Sergeant,,East Pct,3Rd W - Charlie,,B243C,,,,
4729,4729,Murray,Ronald,L,,Police Sergeant,,East Pct,3Rd W - Edward,B243E,,,,,
4729,4729,Murray,Ronald,L,,Police Sergeant    H.,6721A,Dv Squad A,investigations,,,,,,
4731,4731,Raymond,Gary,C,,"Police Comm, Chief Dispatcher",,Comm -,2Nd W,,C312B,,,,
4731,4731,Raymond,Gary,C,,"Police Comm, Chief Dispatcher",,Comm -,2Nd W,C312B,,,,,
4731,4731,Raymond,Gary,C,,"Police Comm, Chief Dispatcher",C312B,Comm, 2Nd W,,,,,,
4732,4732,Cepeda,Debra,K,,"Police Comm, Chief Dispatcher",,Comm -,1St W,C312A,,,,,
4732,4732,Cepeda,Debra,K,,"Police Comm, Chief Dispatcher",C312C,Comm, 3Rd W,,,,,,
4733,4733,Curtis,PM,P,,olice Officer Detective,,Narc - General Investigations Unit -,,,B732Y,,,,
4733,4733,Curtis,P.M.,P,,olice Officer Detective,,Audit Detail,,A511A,,,,,
4733,4733,Curtis,PM,,,Police Officer Detective,B721A,Dv Squad A, Investigations,,,,,,
4735,4735,Hanf,Mark,H,,Police Officer Detective,B711D,Csi Squad,,,,,,,
4737,4737,Metz,Nicholas,J,,Assistant Chief Of Police,,Field Support Bureau,,C300,,,,,
4737,4737,Metz,Nicholas,J,,Deputy Chief Of Police,B000,Deputy Chief, Operations,,,,,,
4738,4738,Ng,Peter,P,,olice Sergeant,,West Pct,1St W - D/M (Late),,B111D,,,,
4738,4738,Ng,Peter,P,,olice Sergeant,,West Pct,1St W - T/Relief Squad,B111T,,,,,
4738,4738,Ng,Peter,,,Police Sergeant,B111D,West Pct 1St W, David,,,,,,
4742,4742,Smith,Eric,A,,Police Officer,,Motorcycle Unit - T,2 Squad,C632B,,,,,
4742,4742,Smith,Eric,A,,Police Officer,B632B,Motorcycle Unit, T2 Squad,,,,,,
4743,4743,Torrescano,Adolph,C,,Police Officer,,Training - Firearms Squad A,,,,C121R,,,
4743,4743,Torrescano,Adolph,C,,Police Officer,,Training - Firearms Squad A,,,C121R,,,,
4743,4743,Torrescano,Adolph,C,,Police Officer,,Firearms Training - Squad A,,A561R,,,,,
4743,4743,Torrescano,Adolph,C,,Police Officer,C361R,Firearms Training,,,,,,,
4743,4743,Torrescano,Adolph,C,,Police Officer,,Training - Firearms Squad A,,,,,"Torrescano, Adolph C",C121R,C
4746,4746,Body,Mark,S,,Police Officer,B121J,North Pet 1St W, John,,,,,,
4747,4747,Cavin,Robert,E,J,r Police Officer,,Am Enforcement,,C631A,,,,,
4747,4747,Cavin,Robert,E,Jr,Police Officer,6631A,Am Enforcement,,,,,,,
4748,4748,Thomas,Brad,W,,Police Sergeant Detective,,Icac - Internet Crimes Against Child,,,,B781I,,,
4748,4748,Thomas,Brad,W,,Police Sergeant Detective,,Icac Investigations,,,B741A,,,,
4748,4748,Thomas,Brad,W,,Police Sergeant Detective,,Icac Investigations,,B741A,,,,,
4748,4748,Thomas,Brad,W,,Police Sergeant,B741A,Icac Investigations.,,,,,,,
4748,4748,Thomas,Brad,W,,Police Sergeant Detective,,Icac - Internet Crimes Against Chi~,,,,,"Thomas, Brad W",B781I,W
4749,4749,Ciesynski,Michael,J,,Police Officer Detective,,Hr - Human Resources - Dept Unava,,,C020X,,,,
4749,4749,Ciesynski,Michael,J,,Police Officer Detective,,Cold Case Squad,,B711G,,,,,
4749,4749,Ciesynski,Michael,J,,Police Officer Detective,13711G,Cold Case Squad,,,,,,,
4751,4751,Hayes,Patricia,A,,Police Sergeant Detective,B119D,West Pct Ops, Burg/Theft West,,,,,,
4753,4753,Etter,Rita,A,,nn Tenprint Supervisor,,Ten Print - Swing Shift,,,B764B,,,,
4753,4753,Etter,Rita,A,,nn Tenprint Supervisor,,Human Resources - Dept Unavail P,,C320X,,,,,
4753,4753,Etter,Rita,Ann,,Tenprint Supervisor,B764X,Tenprint, Unavail Personnel,,,,,,
